geo_name,geo,year,tfr
Mayotte,myt,1965,7.91
Mexico,mex,1965,6.76
"Micronesia, Fed. Sts.",fsm,1965,6.89
Moldova,mda,1965,2.89
Mongolia,mng,1965,7.59
Montenegro,mne,1965,3.15
Morocco,mar,1965,7.03
Mozambique,moz,1965,6.87
Myanmar,mmr,1965,6.14
Namibia,nam,1965,6.24
Nepal,npl,1965,5.97
Netherlands,nld,1965,3.04
Netherlands Antilles,ant,1965,3.84
New Caledonia,ncl,1965,5.22
New Zealand,nzl,1965,3.05
Nicaragua,nic,1965,7.01
Niger,ner,1965,7.53
Nigeria,nga,1965,6.34
Norway,nor,1965,2.93
Oman,omn,1965,7.27
Pakistan,pak,1965,6.6
Panama,pan,1965,5.64
Papua New Guinea,png,1965,6.26
Paraguay,pry,1965,6.36
Peru,per,1965,6.88
Philippines,phl,1965,6.78
Poland,pol,1965,2.48
Portugal,prt,1965,3.18
Puerto Rico,pri,1965,3.89
Qatar,qat,1965,6.99
Reunion,reu,1965,6.25
Romania,rou,1965,2.46
Russia,rus,1965,2.09
Rwanda,rwa,1965,8.2
St. Lucia,lca,1965,6.69
St. Vincent and the Grenadines,vct,1965,6.76
Samoa,wsm,1965,7.52
Sao Tome and Principe,stp,1965,6.35
Saudi Arabia,sau,1965,7.26
Senegal,sen,1965,7.19
Serbia,srb,1965,2.47
Seychelles,syc,1965,5.84
Sierra Leone,sle,1965,6.34
Singapore,sgp,1965,4.36
Slovak Republic,svk,1965,2.7
Slovenia,svn,1965,2.3
Solomon Islands,slb,1965,6.42
Somalia,som,1965,7.26
South Africa,zaf,1965,5.92
Spain,esp,1965,2.83
Sri Lanka,lka,1965,4.96
Sudan,sdn,1965,6.81
Suriname,sur,1965,6.3
Swaziland,swz,1965,6.8
Sweden,swe,1965,2.41
Switzerland,che,1965,2.53
Syria,syr,1965,7.56
Taiwan,twn,1965,4.97
Tajikistan,tjk,1965,6.96
Tanzania,tza,1965,6.8
Thailand,tha,1965,6.13
Timor-Leste,tls,1965,6.31
Togo,tgo,1965,6.79
Tonga,ton,1965,6.97
Trinidad and Tobago,tto,1965,4.43
Tunisia,tun,1965,7.01
Turkey,tur,1965,6.01
Turkmenistan,tkm,1965,6.76
Uganda,uga,1965,7.09
Ukraine,ukr,1965,2.03
United Arab Emirates,are,1965,6.84
United Kingdom,gbr,1965,2.76
United States,usa,1965,2.93
Uruguay,ury,1965,2.84
Uzbekistan,uzb,1965,6.52
Vanuatu,vut,1965,6.73
Venezuela,ven,1965,6.37
Palestine,pse,1965,8.06
Western Sahara,esh,1965,6.58
Vietnam,vnm,1965,6.48
Virgin Islands (U.S.),vir,1965,5.68
Yemen,yem,1965,7.71
Zambia,zmb,1965,7.29
Zimbabwe,zwe,1965,7.37
South Sudan,ssd,1965,6.81
Afghanistan,afg,1966,7.45
Albania,alb,1966,5.58
Algeria,dza,1966,7.68
Angola,ago,1966,7.62
Antigua and Barbuda,atg,1966,4.13
Argentina,arg,1966,3.05
Armenia,arm,1966,3.79
Aruba,abw,1966,3.63
Australia,aus,1966,2.92
Austria,aut,1966,2.66
Azerbaijan,aze,1966,5.66
Bahamas,bhs,1966,3.89
Bahrain,bhr,1966,7.1
Bangladesh,bgd,1966,6.9
Barbados,brb,1966,3.81
Belarus,blr,1966,2.37
Belgium,bel,1966,2.5
Belize,blz,1966,6.38
Benin,ben,1966,6.59
Bhutan,btn,1966,6.67
Bolivia,bol,1966,6.59
Bosnia and Herzegovina,bih,1966,3.31
Botswana,bwa,1966,6.7
Brazil,bra,1966,5.66
Brunei,brn,1966,5.92
Bulgaria,bgr,1966,2.15
Burkina Faso,bfa,1966,6.49
Burundi,bdi,1966,7.22
Cambodia,khm,1966,6.81
Cameroon,cmr,1966,6
Canada,can,1966,2.96
Cape Verde,cpv,1966,6.99
Central African Republic,caf,1966,5.95
Chad,tcd,1966,6.36
Channel Islands,chanisl,1966,2.48
Chile,chl,1966,4.63
China,chn,1966,6.21
Colombia,col,1966,6.43
Comoros,com,1966,7.03
"Congo, Dem. Rep.",cod,1966,6.11
"Congo, Rep.",cog,1966,6.14
Costa Rica,cri,1966,5.63
Cote d'Ivoire,civ,1966,7.77
Croatia,hrv,1966,2.14
Cuba,cub,1966,4.54
Cyprus,cyp,1966,3.01
Czech Republic,cze,1966,2.01
Denmark,dnk,1966,2.62
Djibouti,dji,1966,6.67
Dominican Republic,dom,1966,6.9
Ecuador,ecu,1966,6.51
Egypt,egy,1966,6.53
El Salvador,slv,1966,6.49
Equatorial Guinea,gnq,1966,5.76
Eritrea,eri,1966,6.73
Estonia,est,1966,1.99
Ethiopia,eth,1966,6.87
Fiji,fji,1966,5.28
Finland,fin,1966,2.41
France,fra,1966,2.73
French Guiana,guf,1966,5.06
French Polynesia,pyf,1966,5.27
Gabon,gab,1966,5.11
Gambia,gmb,1966,5.88
Georgia,geo,1966,2.85
Germany,deu,1966,2.44
Ghana,gha,1966,6.94
Greece,grc,1966,2.46
Greenland,grl,1966,7
Grenada,grd,1966,5.3
Guadeloupe,glp,1966,5.39
Guam,gum,1966,5.19
Guatemala,gtm,1966,6.72
Guinea,gin,1966,6.17
Guinea-Bissau,gnb,1966,5.98
Guyana,guy,1966,5.86
Haiti,hti,1966,6.11
Honduras,hnd,1966,7.44
"Hong Kong, China",hkg,1966,4.15
Hungary,hun,1966,1.88
Iceland,isl,1966,3.46
India,ind,1966,5.79
Indonesia,idn,1966,5.6
Iran,irn,1966,6.77
Iraq,irq,1966,7.19
Ireland,irl,1966,3.9
Israel,isr,1966,3.8
Italy,ita,1966,2.53
Jamaica,jam,1966,5.82
Japan,jpn,1966,2.03
Jordan,jor,1966,8.05
Kazakhstan,kaz,1966,3.91
Kenya,ken,1966,8.13
Kiribati,kir,1966,6.33
North Korea,prk,1966,4.16
South Korea,kor,1966,4.94
Kuwait,kwt,1966,7.42
Kyrgyz Republic,kgz,1966,5.35
Lao,lao,1966,5.97
Latvia,lva,1966,1.84
Lebanon,lbn,1966,5.4
Lesotho,lso,1966,5.8
Liberia,lbr,1966,6.55
Libya,lby,1966,7.78
Lithuania,ltu,1966,2.33
Luxembourg,lux,1966,2.29
"Macao, China",mac,1966,3.28
"Macedonia, FYR",mkd,1966,3.5
Madagascar,mdg,1966,7.31
Malawi,mwi,1966,7.14
Malaysia,mys,1966,5.73
Maldives,mdv,1966,7.22
Mali,mli,1966,7.07
Malta,mlt,1966,2.4
Martinique,mtq,1966,5.18
Mauritania,mrt,1966,6.8
Mauritius,mus,1966,5.19
Mayotte,myt,1966,7.91
Mexico,mex,1966,6.77
"Micronesia, Fed. Sts.",fsm,1966,6.9
Moldova,mda,1966,2.8
Mongolia,mng,1966,7.6
Montenegro,mne,1966,3.05
Morocco,mar,1966,6.97
Mozambique,moz,1966,6.86
Myanmar,mmr,1966,6.13
Namibia,nam,1966,6.26
Nepal,npl,1966,5.96
Netherlands,nld,1966,2.9
Netherlands Antilles,ant,1966,3.63
New Caledonia,ncl,1966,5.23
New Zealand,nzl,1966,3.13
Nicaragua,nic,1966,6.98
Niger,ner,1966,7.54
Nigeria,nga,1966,6.34
Norway,nor,1966,2.89
Oman,omn,1966,7.28
Pakistan,pak,1966,6.6
Panama,pan,1966,5.56
Papua New Guinea,png,1966,6.24
Paraguay,pry,1966,6.28
Peru,per,1966,6.82
Philippines,phl,1966,6.69
Poland,pol,1966,2.41
Portugal,prt,1966,3.16
Puerto Rico,pri,1966,3.7
Qatar,qat,1966,6.99
Reunion,reu,1966,6.04
Romania,rou,1966,2.59
Russia,rus,1966,2.1
Rwanda,rwa,1966,8.2
St. Lucia,lca,1966,6.61
St. Vincent and the Grenadines,vct,1966,6.63
Samoa,wsm,1966,7.46
Sao Tome and Principe,stp,1966,6.37
Saudi Arabia,sau,1966,7.26
Senegal,sen,1966,7.22
Serbia,srb,1966,2.45
Seychelles,syc,1966,5.89
Sierra Leone,sle,1966,6.37
Singapore,sgp,1966,4.07
Slovak Republic,svk,1966,2.64
Slovenia,svn,1966,2.29
Solomon Islands,slb,1966,6.47
Somalia,som,1966,7.26
South Africa,zaf,1966,5.86
Spain,esp,1966,2.84
Sri Lanka,lka,1966,4.85
Sudan,sdn,1966,6.83
Suriname,sur,1966,6.18
Swaziland,swz,1966,6.82
Sweden,swe,1966,2.36
Switzerland,che,1966,2.47
Syria,syr,1966,7.57
Taiwan,twn,1966,4.82
Tajikistan,tjk,1966,7
Tanzania,tza,1966,6.8
Thailand,tha,1966,6.08
Timor-Leste,tls,1966,6.27
Togo,tgo,1966,6.85
Tonga,ton,1966,6.8
Trinidad and Tobago,tto,1966,4.2
Tunisia,tun,1966,6.98
Turkey,tur,1966,5.93
Turkmenistan,tkm,1966,6.7
Uganda,uga,1966,7.11
Ukraine,ukr,1966,2.02
United Arab Emirates,are,1966,6.82
United Kingdom,gbr,1966,2.7
United States,usa,1966,2.71
Uruguay,ury,1966,2.83
Uzbekistan,uzb,1966,6.5
Vanuatu,vut,1966,6.63
Venezuela,ven,1966,6.2
Palestine,pse,1966,8.05
Western Sahara,esh,1966,6.59
Vietnam,vnm,1966,6.49
Virgin Islands (U.S.),vir,1966,5.63
Yemen,yem,1966,7.74
Zambia,zmb,1966,7.3
Zimbabwe,zwe,1966,7.39
South Sudan,ssd,1966,6.83
Afghanistan,afg,1967,7.45
Albania,alb,1967,5.39
Algeria,dza,1967,7.67
Angola,ago,1967,7.61
Antigua and Barbuda,atg,1967,4.04
Argentina,arg,1967,3.05
Armenia,arm,1967,3.61
Aruba,abw,1967,3.42
Australia,aus,1967,2.87
Austria,aut,1967,2.62
Azerbaijan,aze,1967,5.51
Bahamas,bhs,1967,3.75
Bahrain,bhr,1967,7
Bangladesh,bgd,1967,6.92
Barbados,brb,1967,3.64
Belarus,blr,1967,2.33
Belgium,bel,1967,2.43
Belize,blz,1967,6.36
Benin,ben,1967,6.63
Bhutan,btn,1967,6.67
Bolivia,bol,1967,6.59
Bosnia and Herzegovina,bih,1967,3.21
Botswana,bwa,1967,6.7
Brazil,bra,1967,5.49
Brunei,brn,1967,5.8
Bulgaria,bgr,1967,2.14
Burkina Faso,bfa,1967,6.53
Burundi,bdi,1967,7.25
Cambodia,khm,1967,6.75
Cameroon,cmr,1967,6.06
Canada,can,1967,2.75
Cape Verde,cpv,1967,6.98
Central African Republic,caf,1967,5.95
Chad,tcd,1967,6.39
Channel Islands,chanisl,1967,2.4
Chile,chl,1967,4.5
China,chn,1967,5.25
Colombia,col,1967,6.25
Comoros,com,1967,7.04
"Congo, Dem. Rep.",cod,1967,6.14
"Congo, Rep.",cog,1967,6.18
Costa Rica,cri,1967,5.38
Cote d'Ivoire,civ,1967,7.82
Croatia,hrv,1967,2.1
Cuba,cub,1967,4.43
Cyprus,cyp,1967,2.89
Czech Republic,cze,1967,1.99
Denmark,dnk,1967,2.35
Djibouti,dji,1967,6.7
Dominican Republic,dom,1967,6.74
Ecuador,ecu,1967,6.44
Egypt,egy,1967,6.47
El Salvador,slv,1967,6.42
Equatorial Guinea,gnq,1967,5.78
Eritrea,eri,1967,6.71
Estonia,est,1967,2.01
Ethiopia,eth,1967,6.88
Fiji,fji,1967,5.08
Finland,fin,1967,2.32
France,fra,1967,2.68
French Guiana,guf,1967,5.01
French Polynesia,pyf,1967,5.22
Gabon,gab,1967,5.14
Gambia,gmb,1967,5.94
Georgia,geo,1967,2.82
Germany,deu,1967,2.37
Ghana,gha,1967,6.95
Greece,grc,1967,2.51
Greenland,grl,1967,6.4
Grenada,grd,1967,5.04
Guadeloupe,glp,1967,5.29
Guam,gum,1967,4.94
Guatemala,gtm,1967,6.71
Guinea,gin,1967,6.18
Guinea-Bissau,gnb,1967,5.99
Guyana,guy,1967,5.76
Haiti,hti,1967,6.03
Honduras,hnd,1967,7.42
"Hong Kong, China",hkg,1967,3.89
Hungary,hun,1967,1.92
Iceland,isl,1967,3.34
India,ind,1967,5.75
Indonesia,idn,1967,5.58
Iran,irn,1967,6.7
Iraq,irq,1967,7.3
Ireland,irl,1967,3.86
Israel,isr,1967,3.8
Italy,ita,1967,2.52
Jamaica,jam,1967,5.79
Japan,jpn,1967,2.04
Jordan,jor,1967,8.03
Kazakhstan,kaz,1967,3.8
Kenya,ken,1967,8.13
Kiribati,kir,1967,6.13
North Korea,prk,1967,4.26
South Korea,kor,1967,4.77
Kuwait,kwt,1967,7.4
Kyrgyz Republic,kgz,1967,5.3
Lao,lao,1967,5.97
Latvia,lva,1967,1.85
Lebanon,lbn,1967,5.3
Lesotho,lso,1967,5.8
Liberia,lbr,1967,6.58
Libya,lby,1967,7.91
Lithuania,ltu,1967,2.32
Luxembourg,lux,1967,2.22
"Macao, China",mac,1967,2.96
"Macedonia, FYR",mkd,1967,3.44
Madagascar,mdg,1967,7.3
Malawi,mwi,1967,7.18
Malaysia,mys,1967,5.53
Maldives,mdv,1967,7.23
Mali,mli,1967,7.09
Malta,mlt,1967,2.24
Martinique,mtq,1967,5.07
Mauritania,mrt,1967,6.8
Mauritius,mus,1967,4.85
Mayotte,myt,1967,7.91
Mexico,mex,1967,6.79
"Micronesia, Fed. Sts.",fsm,1967,6.91
Moldova,mda,1967,2.72
Mongolia,mng,1967,7.59
Montenegro,mne,1967,2.95
Morocco,mar,1967,6.9
Mozambique,moz,1967,6.86
Myanmar,mmr,1967,6.11
Namibia,nam,1967,6.3
Nepal,npl,1967,5.96
Netherlands,nld,1967,2.81
Netherlands Antilles,ant,1967,3.42
New Caledonia,ncl,1967,5.26
New Zealand,nzl,1967,3
Nicaragua,nic,1967,6.96
Niger,ner,1967,7.54
Nigeria,nga,1967,6.36
Norway,nor,1967,2.8
Oman,omn,1967,7.28
Pakistan,pak,1967,6.6
Panama,pan,1967,5.47
Papua New Guinea,png,1967,6.23
Paraguay,pry,1967,6.17
Peru,per,1967,6.73
Philippines,phl,1967,6.59
Poland,pol,1967,2.35
Portugal,prt,1967,3.13
Puerto Rico,pri,1967,3.53
Qatar,qat,1967,6.98
Reunion,reu,1967,5.77
Romania,rou,1967,2.71
Russia,rus,1967,2.01
Rwanda,rwa,1967,8.2
St. Lucia,lca,1967,6.51
St. Vincent and the Grenadines,vct,1967,6.49
Samoa,wsm,1967,7.4
Sao Tome and Principe,stp,1967,6.39
Saudi Arabia,sau,1967,7.26
Senegal,sen,1967,7.24
Serbia,srb,1967,2.44
Seychelles,syc,1967,5.92
Sierra Leone,sle,1967,6.4
Singapore,sgp,1967,3.82
Slovak Republic,svk,1967,2.58
Slovenia,svn,1967,2.27
Solomon Islands,slb,1967,6.55
Somalia,som,1967,7.25
South Africa,zaf,1967,5.81
Spain,esp,1967,2.85
Sri Lanka,lka,1967,4.73
Sudan,sdn,1967,6.85
Suriname,sur,1967,6.05
Swaziland,swz,1967,6.84
Sweden,swe,1967,2.27
Switzerland,che,1967,2.4
Syria,syr,1967,7.57
Taiwan,twn,1967,4.6
Tajikistan,tjk,1967,7.02
Tanzania,tza,1967,6.79
Thailand,tha,1967,6.01
Timor-Leste,tls,1967,6.21
Togo,tgo,1967,6.91
Tonga,ton,1967,6.59
Trinidad and Tobago,tto,1967,3.99
Tunisia,tun,1967,6.94
Turkey,tur,1967,5.86
Turkmenistan,tkm,1967,6.64
Uganda,uga,1967,7.11
Ukraine,ukr,1967,2.01
United Arab Emirates,are,1967,6.79
United Kingdom,gbr,1967,2.61
United States,usa,1967,2.56
Uruguay,ury,1967,2.83
Uzbekistan,uzb,1967,6.46
Vanuatu,vut,1967,6.53
Venezuela,ven,1967,6.01
Palestine,pse,1967,8.02
Western Sahara,esh,1967,6.61
Vietnam,vnm,1967,6.49
Virgin Islands (U.S.),vir,1967,5.56
Yemen,yem,1967,7.76
Zambia,zmb,1967,7.32
Zimbabwe,zwe,1967,7.4
South Sudan,ssd,1967,6.85
Afghanistan,afg,1968,7.45
Albania,alb,1968,5.22
Algeria,dza,1968,7.67
Angola,ago,1968,7.61
Antigua and Barbuda,atg,1968,3.94
Argentina,arg,1968,3.05
Armenia,arm,1968,3.45
Aruba,abw,1968,3.23
Australia,aus,1968,2.88
Austria,aut,1968,2.59
Azerbaijan,aze,1968,5.35
Bahamas,bhs,1968,3.64
Bahrain,bhr,1968,6.86
Bangladesh,bgd,1968,6.94
Barbados,brb,1968,3.46
Belarus,blr,1968,2.29
Belgium,bel,1968,2.36
Belize,blz,1968,6.34
Benin,ben,1968,6.67
Bhutan,btn,1968,6.67
Bolivia,bol,1968,6.59
Bosnia and Herzegovina,bih,1968,3.11
Botswana,bwa,1968,6.69
Brazil,bra,1968,5.33
Brunei,brn,1968,5.74
Bulgaria,bgr,1968,2.13
Burkina Faso,bfa,1968,6.56
Burundi,bdi,1968,7.27
Cambodia,khm,1968,6.67
Cameroon,cmr,1968,6.11
Canada,can,1968,2.56
Cape Verde,cpv,1968,6.97
Central African Republic,caf,1968,5.95
Chad,tcd,1968,6.43
Channel Islands,chanisl,1968,2.32
Chile,chl,1968,4.35
China,chn,1968,6.37
Colombia,col,1968,6.03
Comoros,com,1968,7.06
"Congo, Dem. Rep.",cod,1968,6.16
"Congo, Rep.",cog,1968,6.22
Costa Rica,cri,1968,5.12
Cote d'Ivoire,civ,1968,7.86
Croatia,hrv,1968,2.07
Cuba,cub,1968,4.31
Cyprus,cyp,1968,2.78
Czech Republic,cze,1968,1.99
Denmark,dnk,1968,2.12
Djibouti,dji,1968,6.74
Dominican Republic,dom,1968,6.56
Ecuador,ecu,1968,6.35
Egypt,egy,1968,6.4
El Salvador,slv,1968,6.34
Equatorial Guinea,gnq,1968,5.79
Eritrea,eri,1968,6.69
Estonia,est,1968,2.04
Ethiopia,eth,1968,6.9
Fiji,fji,1968,4.89
Finland,fin,1968,2.15
France,fra,1968,2.62
French Guiana,guf,1968,4.92
French Polynesia,pyf,1968,5.17
Gabon,gab,1968,5.18
Gambia,gmb,1968,5.99
Georgia,geo,1968,2.79
Germany,deu,1968,2.28
Ghana,gha,1968,6.96
Greece,grc,1968,2.54
Greenland,grl,1968,5.85
Grenada,grd,1968,4.84
Guadeloupe,glp,1968,5.17
Guam,gum,1968,4.72
Guatemala,gtm,1968,6.69
Guinea,gin,1968,6.19
Guinea-Bissau,gnb,1968,6.01
Guyana,guy,1968,5.64
Haiti,hti,1968,5.94
Honduras,hnd,1968,7.38
"Hong Kong, China",hkg,1968,3.65
Hungary,hun,1968,1.95
Iceland,isl,1968,3.22
India,ind,1968,5.7
Indonesia,idn,1968,5.56
Iran,irn,1968,6.62
Iraq,irq,1968,7.36
Ireland,irl,1968,3.83
Israel,isr,1968,3.81
Italy,ita,1968,2.5
Jamaica,jam,1968,5.72
Japan,jpn,1968,2.07
Jordan,jor,1968,8
Kazakhstan,kaz,1968,3.71
Kenya,ken,1968,8.12
Kiribati,kir,1968,5.9
North Korea,prk,1968,4.33
South Korea,kor,1968,4.62
Kuwait,kwt,1968,7.36
Kyrgyz Republic,kgz,1968,5.25
Lao,lao,1968,5.97
Latvia,lva,1968,1.87
Lebanon,lbn,1968,5.18
Lesotho,lso,1968,5.81
Liberia,lbr,1968,6.62
Libya,lby,1968,8.01
Lithuania,ltu,1968,2.31
Luxembourg,lux,1968,2.14
"Macao, China",mac,1968,2.66
"Macedonia, FYR",mkd,1968,3.36
Madagascar,mdg,1968,7.3
Malawi,mwi,1968,7.22
Malaysia,mys,1968,5.34
Maldives,mdv,1968,7.24
Mali,mli,1968,7.11
Malta,mlt,1968,2.11
Martinique,mtq,1968,4.94
Mauritania,mrt,1968,6.8
Mauritius,mus,1968,4.52
Mayotte,myt,1968,7.91
Mexico,mex,1968,6.81
"Micronesia, Fed. Sts.",fsm,1968,6.92
Moldova,mda,1968,2.66
Mongolia,mng,1968,7.58
Montenegro,mne,1968,2.87
Morocco,mar,1968,6.82
Mozambique,moz,1968,6.85
Myanmar,mmr,1968,6.08
Namibia,nam,1968,6.35
Nepal,npl,1968,5.95
Netherlands,nld,1968,2.72
Netherlands Antilles,ant,1968,3.23
New Caledonia,ncl,1968,5.28
New Zealand,nzl,1968,3.02
Nicaragua,nic,1968,6.94
Niger,ner,1968,7.55
Nigeria,nga,1968,6.39
Norway,nor,1968,2.75
Oman,omn,1968,7.29
Pakistan,pak,1968,6.6
Panama,pan,1968,5.38
Papua New Guinea,png,1968,6.21
Paraguay,pry,1968,6.04
Peru,per,1968,6.63
Philippines,phl,1968,6.49
Poland,pol,1968,2.31
Portugal,prt,1968,3.09
Puerto Rico,pri,1968,3.38
Qatar,qat,1968,6.97
Reunion,reu,1968,5.46
Romania,rou,1968,2.79
Russia,rus,1968,1.97
Rwanda,rwa,1968,8.21
St. Lucia,lca,1968,6.39
St. Vincent and the Grenadines,vct,1968,6.35
Samoa,wsm,1968,7.33
Sao Tome and Principe,stp,1968,6.42
Saudi Arabia,sau,1968,7.27
Senegal,sen,1968,7.26
Serbia,srb,1968,2.42
Seychelles,syc,1968,5.9
Sierra Leone,sle,1968,6.43
Singapore,sgp,1968,3.58
Slovak Republic,svk,1968,2.54
Slovenia,svn,1968,2.26
Solomon Islands,slb,1968,6.66
Somalia,som,1968,7.23
South Africa,zaf,1968,5.77
Spain,esp,1968,2.86
Sri Lanka,lka,1968,4.61
Sudan,sdn,1968,6.87
Suriname,sur,1968,5.92
Swaziland,swz,1968,6.86
Sweden,swe,1968,2.07
Switzerland,che,1968,2.31
Syria,syr,1968,7.57
Taiwan,twn,1968,4.38
Tajikistan,tjk,1968,7.04
Tanzania,tza,1968,6.79
Thailand,tha,1968,5.9
Timor-Leste,tls,1968,6.13
Togo,tgo,1968,6.97
Tonga,ton,1968,6.37
Trinidad and Tobago,tto,1968,3.8
Tunisia,tun,1968,6.88
Turkey,tur,1968,5.78
Turkmenistan,tkm,1968,6.56
Uganda,uga,1968,7.12
Ukraine,ukr,1968,2.02
United Arab Emirates,are,1968,6.76
United Kingdom,gbr,1968,2.52
United States,usa,1968,2.47
Uruguay,ury,1968,2.84
Uzbekistan,uzb,1968,6.42
Vanuatu,vut,1968,6.43
Venezuela,ven,1968,5.81
Palestine,pse,1968,7.98
Western Sahara,esh,1968,6.62
Vietnam,vnm,1968,6.49
Virgin Islands (U.S.),vir,1968,5.46
Yemen,yem,1968,7.78
Zambia,zmb,1968,7.33
Zimbabwe,zwe,1968,7.41
South Sudan,ssd,1968,6.87
Afghanistan,afg,1969,7.45
Albania,alb,1969,5.06
Algeria,dza,1969,7.66
Angola,ago,1969,7.6
Antigua and Barbuda,atg,1969,3.82
Argentina,arg,1969,3.06
Armenia,arm,1969,3.31
Aruba,abw,1969,3.05
Australia,aus,1969,2.86
Austria,aut,1969,2.49
Azerbaijan,aze,1969,5.19
Bahamas,bhs,1969,3.57
Bahrain,bhr,1969,6.69
Bangladesh,bgd,1969,6.95
Barbados,brb,1969,3.28
Belarus,blr,1969,2.27
Belgium,bel,1969,2.28
Belize,blz,1969,6.32
Benin,ben,1969,6.71
Bhutan,btn,1969,6.67
Bolivia,bol,1969,6.59
Bosnia and Herzegovina,bih,1969,3.02
Botswana,bwa,1969,6.67
Brazil,bra,1969,5.17
Brunei,brn,1969,5.73
Bulgaria,bgr,1969,2.13
Burkina Faso,bfa,1969,6.59
Burundi,bdi,1969,7.28
Cambodia,khm,1969,6.57
Cameroon,cmr,1969,6.16
Canada,can,1969,2.38
Cape Verde,cpv,1969,6.95
Central African Republic,caf,1969,5.95
Chad,tcd,1969,6.48
Channel Islands,chanisl,1969,2.22
Chile,chl,1969,4.19
China,chn,1969,5.67
Colombia,col,1969,5.8
Comoros,com,1969,7.06
"Congo, Dem. Rep.",cod,1969,6.19
"Congo, Rep.",cog,1969,6.25
Costa Rica,cri,1969,4.86
Cote d'Ivoire,civ,1969,7.89
Croatia,hrv,1969,2.04
Cuba,cub,1969,4.18
Cyprus,cyp,1969,2.69
Czech Republic,cze,1969,2.02
Denmark,dnk,1969,2
Djibouti,dji,1969,6.77
Dominican Republic,dom,1969,6.38
Ecuador,ecu,1969,6.25
Egypt,egy,1969,6.32
El Salvador,slv,1969,6.26
Equatorial Guinea,gnq,1969,5.8
Eritrea,eri,1969,6.67
Estonia,est,1969,2.07
Ethiopia,eth,1969,6.94
Fiji,fji,1969,4.71
Finland,fin,1969,1.94
France,fra,1969,2.56
French Guiana,guf,1969,4.8
French Polynesia,pyf,1969,5.12
Gabon,gab,1969,5.21
Gambia,gmb,1969,6.04
Georgia,geo,1969,2.75
Germany,deu,1969,2.17
Ghana,gha,1969,6.96
Greece,grc,1969,2.56
Greenland,grl,1969,4.58
Grenada,grd,1969,4.69
Guadeloupe,glp,1969,5.04
Guam,gum,1969,4.53
Guatemala,gtm,1969,6.66
Guinea,gin,1969,6.21
Guinea-Bissau,gnb,1969,6.02
Guyana,guy,1969,5.52
Haiti,hti,1969,5.85
Honduras,hnd,1969,7.33
"Hong Kong, China",hkg,1969,3.45
Hungary,hun,1969,1.98
Iceland,isl,1969,3.12
India,ind,1969,5.65
Indonesia,idn,1969,5.52
Iran,irn,1969,6.53
Iraq,irq,1969,7.38
Ireland,irl,1969,3.82
Israel,isr,1969,3.81
Italy,ita,1969,2.48
Jamaica,jam,1969,5.62
Japan,jpn,1969,2.09
Jordan,jor,1969,7.97
Kazakhstan,kaz,1969,3.65
Kenya,ken,1969,8.1
Kiribati,kir,1969,5.67
North Korea,prk,1969,4.35
South Korea,kor,1969,4.47
Kuwait,kwt,1969,7.28
Kyrgyz Republic,kgz,1969,5.21
Lao,lao,1969,5.97
Latvia,lva,1969,1.9
Lebanon,lbn,1969,5.06
Lesotho,lso,1969,5.81
Liberia,lbr,1969,6.66
Libya,lby,1969,8.09
Lithuania,ltu,1969,2.31
Luxembourg,lux,1969,2.05
"Macao, China",mac,1969,2.39
"Macedonia, FYR",mkd,1969,3.27
Madagascar,mdg,1969,7.29
Malawi,mwi,1969,7.26
Malaysia,mys,1969,5.17
Maldives,mdv,1969,7.24
Mali,mli,1969,7.12
Malta,mlt,1969,2.02
Martinique,mtq,1969,4.79
Mauritania,mrt,1969,6.79
Mauritius,mus,1969,4.21
Mayotte,myt,1969,7.91
Mexico,mex,1969,6.83
"Micronesia, Fed. Sts.",fsm,1969,6.94
Moldova,mda,1969,2.61
Mongolia,mng,1969,7.58
Montenegro,mne,1969,2.8
Morocco,mar,1969,6.74
Mozambique,moz,1969,6.85
Myanmar,mmr,1969,6.03
Namibia,nam,1969,6.4
Nepal,npl,1969,5.93
Netherlands,nld,1969,2.75
Netherlands Antilles,ant,1969,3.05
New Caledonia,ncl,1969,5.3
New Zealand,nzl,1969,3.01
Nicaragua,nic,1969,6.92
Niger,ner,1969,7.56
Nigeria,nga,1969,6.43
Norway,nor,1969,2.69
Oman,omn,1969,7.29
Pakistan,pak,1969,6.6
Panama,pan,1969,5.28
Papua New Guinea,png,1969,6.19
Paraguay,pry,1969,5.89
Peru,per,1969,6.51
Philippines,phl,1969,6.38
Poland,pol,1969,2.28
Portugal,prt,1969,3.05
Puerto Rico,pri,1969,3.25
Qatar,qat,1969,6.95
Reunion,reu,1969,5.12
Romania,rou,1969,2.83
Russia,rus,1969,1.98
Rwanda,rwa,1969,8.22
St. Lucia,lca,1969,6.25
St. Vincent and the Grenadines,vct,1969,6.19
Samoa,wsm,1969,7.27
Sao Tome and Principe,stp,1969,6.44
Saudi Arabia,sau,1969,7.27
Senegal,sen,1969,7.28
Serbia,srb,1969,2.4
Seychelles,syc,1969,5.85
Sierra Leone,sle,1969,6.47
Singapore,sgp,1969,3.38
Slovak Republic,svk,1969,2.51
Slovenia,svn,1969,2.24
Solomon Islands,slb,1969,6.78
Somalia,som,1969,7.21
South Africa,zaf,1969,5.72
Spain,esp,1969,2.87
Sri Lanka,lka,1969,4.48
Sudan,sdn,1969,6.88
Suriname,sur,1969,5.79
Swaziland,swz,1969,6.87
